Number;Text;Flag
500628;你所具備的木棒有些已經不再合用了;Modified
500629;你的嚐試失敗了，在過程中你損失了大量的材料;Modified
500630;你製造了藥水桶並將它放在你的背包;Modified
500631;你製造了藥水桶並將它放在你的腳邊;Modified
500632;你太忙了，沒法子做別的事;Modified
500633;你想要製造什麼？;Modified
500634;當你開始製作後，木材的總存量便改變了;Modified
500635;由於你優異的技能，你所做出物品的品質高於一般品質;Modified
500636;你的鉗工技能足夠讓你製造的物品可以上鎖;Modified
500637;你的鉗工技能不足夠讓你製造的物品可以上鎖;Modified
500638;你製造了物品並將它放入你的背包中;Modified
500639;你製造了物品並將它放入你的背包中;Modified
500640;你製造了物品並將它放在腳邊;Modified
500641;你的注意力被干擾了，因此施法中斷;Modified
500642;無法看見目標;Modified
500643;目標離你太遠了;Modified
500644;要到你的盾牌，詢問任何一位屬於 Lord Blackthorn 的守衛。;Modified
500645;你不能再穿戴你的某些裝備;Modified
500646;它將在幾分鐘後被放入你的背包之中;Modified
500647;某些裝備已經被移入你的背包之中;Modified
500648;這個箱子似乎是被鎖住的;Modified
500649;點選;Modified
500650;再點選;Modified
500651;你是邪惡的，領死吧！;Modified
500652;你是殺人犯，領死吧！;Modified
500653;你無法逃出我的手掌的！;Modified
500654;啊... 謝謝;Modified
500655;我希望你的目的並不是賄絡我;Modified
500656;我將會保管這個東西;Modified
500657;真是令人作嘔啊！我將會處理這件事;Modified
500658;啊... 謝謝;Modified
500659;啊... 謝謝;Modified
500660;如果這是一位殺人犯的首級，我會查詢是否在懸賞名單之上;Modified
500661;我將把它放在我的心上！;Modified
500662;這東西嚐起來像雞肉;Modified
500663;這東西嚐起來就像我剛剛吃完的桃子;Modified
500664;唉呀！這就是我所遺失的那一部份！;Modified
500665;不知道為什麼，它讓我想起了我的母親;Modified
500666;這一定是神兆！我居然在這裡看見了貓王！;Modified
500667;謝謝，我很懷念這個東西;Modified
500668;我將會將這個物品放入我的失而復得箱中;Modified
500669;今晚我的母親將會吃到好東西了！;Modified
500670;唉呀，一個首級！讓我查查是否是在懸賞列表上;Modified
500671;提領房屋;Modified
500672;你將水晶球關閉了;Modified
500673;你將水晶球開啟了;Modified
500674;這個水晶球已經與那個水晶球連結了;Modified
500675;那個水晶球已經與這個水晶球連結了;Modified
500676;這個水晶球已經用盡了通訊點數;Modified
500677;這個水晶球無法補充通訊點數;Modified
500678;這個水晶球已經補滿了通訊點數;Modified
500679;你完成了對水晶球通訊點數的補充動作;Modified
500680;你補充了水晶球的通訊點數;Modified
500681;你無法在該物品上使用本水晶球;Modified
500682;很抱歉，但是我已經無法再教會你更高深的技能了？;Modified
500683;很抱歉，你沒有足夠的錢來學習技能;Modified
500684;你沒有足夠的空間來存放烘烤好的食物！你停止烘烤的動作;Modified
500685;你不能夠使用它，它是屬於其他人的;Modified
500686;你烤食物烤過頭了！食物烤壞了;Modified
500687;看起來很好吃的樣子;Modified
500688;嗯，聞起來很香;Modified
500689;你將烘烤好的食物放進了你的背包中;Modified
500690;你無法使用它來烘烤;Modified
500691;你無法從老玩家的屍體中拿取任何物品;Modified
500692;某位年輕的戰士殺死了它，你無法從這屍體上拿取任何物品;Modified
500693;由於你不是殺死它的人，而且殺死它的人還沒有完成掠奪的動作，因此你無法掠奪這屍體內的物品;Modified
500694;檢查物品中;Modified
500695;創造包包;Modified
500696;檢查物品中;Modified
500697;創造包包;Modified
500698;必須有目標參數！;Modified
500699;批次命令完成！！;Modified
500700;卸除武裝;Modified
500701;重新裝填;Modified
500702;有訊息;Modified
500703;切換一上;Modified
500704;切換一下;Modified
500705;切換二上;Modified
500706;切換二下;Modified
500707;切換三上;Modified
500708;切換三下;Modified
500709;切換四上;Modified
500710;切換四下;Modified
500711;切換五上;Modified
500712;切換五下;Modified
500713;卸除武裝;Modified
500714;卸除武裝;Modified
500715;你注意到這幅畫的畫框有一點奇怪;Modified
500716;在畫框的底端有一小行數字寫著：3-4-1-5。;Modified
500717;在王座的下面似乎塞了一張小紙條.;Modified
500718;你似乎沒辦法把那張紙條抽出來，不過你看見上面寫著：3-4-1-5。;Modified
500719;還有什麼？;Modified
500720;你的背包中沒有足夠的空間！;Modified
500721;無法看見目標;Modified
500722;你的背包中沒有足夠的空間！;Modified
500723;由於你是位新玩家，可能無法對老玩家施展幫助性法術;Modified
500724;由於你是位新玩家，可能無法對老玩家施展幫助性法術;Modified
500725;帶著你醜惡的臉滾開;Modified
500726;唉呀！我遇到鬼了！;Modified
500727;你必須先加入陣營，我才能夠幫助你。;Modified
500728;啊！被詛咒的敵人差使我將這東西帶來給你！;Modified
500729;唉呀！敵對陣營！！救命呀！;Modified
500730;你為了搶奪這面旗子剛加入了一個小組。;Modified
500731;鬼魂是沒辦法搶到旗子的;Modified
500732;這面旗子現在是無法被搶走的;Modified
500733;你不能搶回屬於自己的旗子！;Modified
500734;你離旗子不夠近，無法搶走該面旗子;Modified
500735;不要嚐試你不知道的事情;Modified
500736;你已經從陣營中退出，短時間內無法加入其它陣營。;Modified
500737;退出請求取消;Modified
500738;由於你試圖殺害你自己的組員，你已經被陣營逐出。短時間內你將無法加入其它陣營。;Modified
500739;你剛剛把自己的組員殺了！;Modified
500740;如果你再殺死一位組員，將被陣營逐出。;Modified
500741;你為你的陣營贏得了一次獵殺的紀錄！;Modified
500742;如果你再殺死一位組員，將被陣營逐出。;Modified
500743;殺死自己的組員將會使你被陣營逐出。;Modified
500744;你在一個小時內無法加入其它陣營。;Modified
500745;如果你要退出陣營你可以喊 'I resign from my faction';Modified
500746;傳送取消;Modified
500747;因為該陣營已經額滿，因此你現在無法加入，也許你應該試試加入其它的陣營或是等一下再加入這個陣營。;Modified
500748;你已經是這個陣營的一員了。;Modified
500749;你無法再加入或是退出其他陣營後一小時內，加入這個陣營。;Modified
500750;你必須身為這個陣營的一員，才能夠在此處復活。;Modified
500751;試著握住一把小刀...;Modified
500752;正中紅心！ 50 點！;Modified
500753;差一點點命中中心！ 20 點;Modified
500754;10 點;Modified
500755;5 點;Modified
500756;1 點，扔的不好;Modified
500757;沒中;Modified
500758;選擇要除錯的物體：;Modified
500759;那個火盆發出嘶嘶聲與爆裂聲，不過似乎什麼事都沒發生;Modified
500760;那個火盆發出嘶嘶聲與爆裂聲，不過似乎什麼事都沒發生;Modified
500761;注意這個警告，用火盆時自己小心了;Modified
500762;這個木盒被鎖住了;Modified
500763;點選;Modified
500764;再點選;Modified
500765;臭蟲 - 無法傳送;Modified
500766;卸除武裝;Modified
500767;重新裝填;Modified
500768;你不應害怕，當危險接近時，刀，意志與靈敏將將其清除;Modified
500769;我看見了，你是位戰士，此地的身處將是對你的挑戰;Modified
500770;堅定意志，控制情緒，你將在深處找到真義;Modified
500771;加速腳步，你將擊敗你在深處可能遇到的對手;Modified
500772;不論困難都必須選擇，恐懼將是你唯一的指引;Modified
500773;雖然這只是遊戲，但哭泣是可恥的，只有你可以恢復哲學家的名聲;Modified
500774;這是可恥的，秘密依舊深藏於深淵之處;Modified
500775;掛慮你的狀況;Modified
500776;你分佈出來;Modified
500777;將會遭遇何種怪獸，;Modified
500778;當你填滿後;Modified
500779;強健你的手臂;Modified
500780;加速你的腳步;Modified
500781;意志不該逃離;Modified
500782;你的命運混亂，我看不清楚。;Modified
500783;你的命運混亂，我看不清楚。;Modified
500784;移除中;Modified
500785;裝填中;Modified
500786;已經移除;Modified
500787;已經裝填;Modified
500788;這扇門看起來是被鎖住的;Modified
500789;音效;Modified
500790;音效;Modified
500791;回來中;Modified
500792;一個難以忍受的惡臭在你胃中翻滾;Modified
500793;找到 floortile 已經存在;Modified
500794;你的顧問狀態已經被移除;Modified
500795;在你的顧問狀態被移除前將不會更新屬性;Modified
500796;要繼續當顧問，請從網頁上再申請;Modified
500797;在 Help and Guidance / Playguide / Counselors. 下;Modified
500798;"輸入 OBJ_NUM; (X; Y) (X; Y)";Modified
500799;取消物體刪除;Modified
500800;作業區域設定格式錯誤;Modified
500801;你的身體感到暖意！;Modified
500802;你從血管中感到充滿了力量！;Modified
500803;你覺得好像已經睡了好多天！;Modified
500804;你的身體感到暖意！;Modified
500805;你從血管中感到充滿了力量！;Modified
500806;你覺得好像已經睡了好多天！;Modified
500807;你感到活力再現！;Modified
500808;你輸入了我在找的物體變數;Modified
500809;transTo 並無法使用;Modified
500810;沒有陷阱地點變數;Modified
500811;沒有陷阱地點變數;Modified
500812;說 'x1 y1 x2 y2' 來使用他;Modified
500813;[被設陷阱];Modified
500814;你已經被現形了！;Modified
500815;你察覺需要一些適當的休息。;Modified
500816;你已經被現形了！;Modified
500817;你再那沒發現任何隱藏的東西;Modified
500818;你在你的屋內沒有發現其他東西;Modified
500819;你想要搜尋哪裡？;Modified
500820;有其他人正在使用那個骰子;Modified
500821;這扇門看起來是被鎖住的;Modified
500822;檢查火爐。;Modified
500823;尚未點火;Modified
500824;已經點火了;Modified
500825;燃料用盡。;Modified
500826;燃料用盡;Modified
500827;位在近距離的目標;Modified
500828;位在遠距離的目標;Modified
500829;準備休息;Modified
500830;唉！想念你！;Modified
500831;嚐嚐煉獄般的死亡吧！;Modified
500832;造成傷害;Modified
500833;造成傷害完成;Modified
500834;抓到你了！;Modified
500835;造成傷害;Modified
500836;造成傷害完成;Modified
500837;用什麼東西來注入？;Modified
500838;你不能夠用垃圾桶來裝液體！;Modified
500839;你不能用票卷桶來裝液體！;Modified
500840;無法注滿它;Modified
500841;在裡面已經有東西了;Modified
500842;無法注滿它;Modified
500843;在麵團上使用水;Modified
500844;你做出了一些麵團並將它放入你的背包中;Modified
500845;麵粉用盡了;Modified
500846;無法注滿它;Modified
500847;無法注滿它;Modified
500848;無法注滿它，它已經滿了;Modified
500849;*hxxx*;Modified
500850;你覺得酒醒了;Modified
500851;[被設陷阱];Modified
500852;你一腳踏進了一個鐵釘陷阱！;Modified
500853;你一腳踏進了一個刀陷阱！;Modified
500854;你因爆炸的蘑菇而受傷了！;Modified
500855;你被一群有毒的毒氣包圍了！;Modified
500856;選擇你染衣所要使用的染缸;Modified
